Route,Border location,Nationality,JAN2009,FEB2009,MAR2009,APR2009,MAY2009,JUN2009,JUL2009,AUG2009,SEP2009,OCT2009,NOV2009,DEC2009,JAN2010,FEB2010,MAR2010,APR2010,MAY2010,JUN2010,JUL2010,AUG2010,SEP2010,OCT2010,NOV2010,DEC2010,JAN2011,FEB2011,MAR2011,APR2011,MAY2011,JUN2011,JUL2011,AUG2011,SEP2011,OCT2011,NOV2011,DEC2011,JAN2012,FEB2012,MAR2012,APR2012,MAY2012,JUN2012,JUL2012,AUG2012,SEP2012,OCT2012,NOV2012,DEC2012,JAN2013,FEB2013,MAR2013,APR2013,MAY2013,JUN2013,JUL2013,AUG2013,SEP2013,OCT2013,NOV2013,DEC2013,JAN2014,FEB2014,MAR2014,APR2014,MAY2014,JUN2014,JUL2014,AUG2014,SEP2014,OCT2014,NOV2014,DEC2014,JAN2015,FEB2015,MAR2015,APR2015,MAY2015,JUN2015,JUL2015,AUG2015,SEP2015,OCT2015,NOV2015,DEC2015,JAN2016,FEB2016,MAR2016,APR2016,MAY2016,JUN2016,JUL2016,AUG2016,SEP2016,OCT2016,NOV2016,DEC2016,JAN2017,FEB2017,MAR2017,APR2017,MAY2017,JUN2017,JUL2017,AUG2017,SEP2017,OCT2017,NOV2017,DEC2017,JAN2018,FEB2018,MAR2018,APR2018,MAY2018,JUN2018,JUL2018,AUG2018,SEP2018,OCT2018,NOV2018,DEC2018,JAN2019,FEB2019,MAR2019,APR2019,MAY2019
Eastern Mediterranean Route,Land,Mauritania,0,1,4,0,0,1,0,0,2,0,1,0,0,0,4,0,0,0,0,0,3,1,6,12,5,3,11,4,6,6,6,0,8,5,4,4,5,6,3,2,1,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean Route,Land,Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,1,2,0,2,2,5,0,0,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Eastern Mediterranean Route,Land,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Western Mediterranean Route,Sea,Morocco,0,5,12,42,3,10,25,13,84,50,3,7,10,0,3,21,8,3,44,70,65,50,19,7,16,18,9,34,2,59,162,140,72,124,87,53,31,1,82,45,94,12,19,12,48,0,16,4,2,26,0,24,16,5,28,62,52,59,0,8,10,0,7,14,28,32,0,39,144,111,15,68,60,3,18,6,2,45,33,86,74,165,130,9,26,25,8,26,0,66,43,124,98,125,155,26,5,29,93,141,134,507,844,894,520,471,662,404,242,176,153,161,680,1123,1631,1351,2084,2680,910,690,533,225,207,315,690
Western Mediterranean Route,Sea,Unspecified sub-Saharan nationals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,3355,411,0,562,577
Western Mediterranean Route,Sea,Algeria,21,100,68,249,247,516,378,304,128,803,186,190,65,0,53,20,80,123,142,179,248,217,4,111,139,55,0,31,67,103,72,132,136,214,23,65,11,5,0,10,237,172,111,243,171,63,0,25,21,69,1,0,63,29,45,87,10,141,0,70,0,0,0,0,0,21,29,224,90,128,52,131,68,1,21,5,119,55,190,126,107,215,135,17,10,2,3,37,12,90,163,348,289,347,167,225,39,0,76,93,40,196,411,308,441,1523,1116,44,104,42,27,4,61,91,287,253,922,1364,409,775,43,40,39,44,154
Western Mediterranean Route,Sea,Bangladesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,54,0,10,4,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,1,11,27,66,25,79,83,160,129,4,2,20,0,1
Western Mediterranean Route,Sea,Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,1,34,31,19,8,0,0,0,0
Western Mediterranean Route,Sea,Uganda,0,0,0,1,3,4,3,4,7,2,0,0,0,0,0,1,2,0,0,5,0,2,2,2,2,0,0,0,2,0,1,4,0,5,0,1,0,0,0,1,0,1,0,1,1,1,1,4,1,2,0,1,0,0,1,0,0,2,1,0,1,0,3,0,5,5,8,16,1,2,5,4,1,0,6,9,5,0,7,7,4,3,1,4,3,0,1,1,0,0,0,1,4,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,3,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Senegal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,1,0,0,1,0,0,0,1,1,3,6,1,2,1,1,0,1,2,0,1,4,2,25,9,18,4,1,9,0,3,1,3,1,1,2,1,0,0,1,0,0,1,1,2,0,5,5,2,0,2,1,2,0,0,1,2,1,1,1,0,1,4,0,2,1,1,0,0,3,0,4,1,0,0,1,0,1,5,2,3,5,1,4,3,13,14,34,40,27,10,49,108,249,253,346,169,196,174,247,35,25,55,0,0
Western Mediterranean Route,Sea,Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Macao,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Western Mediterranean Route,Sea,Afghanistan,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Ghana,2,8,0,4,11,3,1,11,14,13,5,2,7,0,0,11,2,48,9,22,17,6,11,69,29,17,1,14,3,2,9,12,4,15,5,4,1,0,2,1,2,0,0,5,3,5,10,5,0,0,3,0,4,1,1,0,15,3,3,0,3,0,1,0,1,0,0,7,2,0,3,0,0,0,1,1,0,2,1,0,2,1,0,3,1,0,0,1,0,1,0,1,5,1,4,6,8,0,0,0,0,7,2,1,0,23,21,3,0,16,16,18,32,118,32,58,70,57,19,23,0,0,0,0,0
Western Mediterranean Route,Sea,Eritrea,1,2,0,0,1,0,6,2,4,2,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,1,0,0,2,1,1,3,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,5,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,4,7,1,2,0,2,0,0,0,0,0,1,2,0,0,3,0,2,0,1,12,0,0,0,0,0,4,2,7,0,4,9,2,7,0,0,0,0,0
Western Mediterranean Route,Sea,Angola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,7,5,4,4,4,0,2,2,5,11,0,8,3,9,7,0,0,1,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Benin,6,2,4,1,3,2,0,2,2,3,2,1,1,0,2,3,1,2,0,1,1,1,1,1,1,4,0,3,3,2,9,2,2,6,0,1,1,0,4,0,2,0,0,3,2,5,1,0,0,0,0,0,0,1,0,0,1,1,6,1,2,0,1,0,0,2,2,14,0,1,2,0,0,0,1,1,2,1,0,0,0,1,0,1,1,1,0,0,0,2,1,1,2,0,1,2,2,5,0,0,0,1,5,0,1,2,1,1,1,1,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0
Western Mediterranean Route,Sea,Bhutan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Côte d'Ivoire,16,12,7,4,7,6,6,10,3,7,2,5,3,0,0,7,7,5,14,24,25,11,21,5,9,5,20,8,46,41,73,65,38,77,62,22,16,4,23,6,2,4,0,22,5,9,2,8,4,2,0,2,0,3,4,17,10,1,0,3,1,0,7,6,23,4,12,124,3,10,9,25,28,3,52,52,78,67,16,33,30,78,43,30,74,29,44,124,133,228,119,131,205,192,169,99,353,137,190,202,190,526,265,276,137,349,425,323,214,163,79,115,293,507,347,575,531,555,285,336,17,47,33,0,0
Western Mediterranean Route,Sea,Botswana,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Burkina Faso,14,18,21,20,27,8,11,22,0,9,14,5,11,0,4,6,10,13,8,17,15,4,27,4,8,0,10,4,14,5,36,10,11,31,15,5,2,2,20,3,6,2,0,11,6,20,1,4,0,1,1,3,0,1,4,5,10,5,16,4,2,0,8,7,24,12,13,77,7,11,13,12,10,1,21,23,37,9,14,22,19,51,10,19,30,1,13,12,10,34,30,26,61,18,24,13,34,17,12,11,7,27,12,11,11,23,40,17,15,10,11,5,18,19,61,7,23,25,4,13,0,1,1,0,0
Western Mediterranean Route,Sea,Burundi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Cameroon,3,7,0,8,23,14,17,37,6,2,3,2,1,0,0,19,19,32,27,86,53,11,1,5,0,2,4,7,13,32,28,50,14,18,11,2,5,3,5,0,2,3,1,23,11,8,19,66,0,0,15,35,6,11,13,114,20,29,1,11,23,6,33,12,50,40,29,510,7,43,60,32,21,10,62,51,115,84,37,20,78,85,52,60,102,18,20,56,62,25,21,54,90,24,48,60,29,35,12,18,28,90,27,44,36,35,66,70,44,39,21,24,113,187,105,152,122,95,27,54,1,0,7,0,0
Western Mediterranean Route,Sea,Cape Verde,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Central African Republic,0,0,0,0,1,1,0,5,1,1,0,0,0,0,0,0,0,1,0,4,4,1,0,0,0,0,0,4,4,19,44,15,4,2,7,0,4,1,15,0,11,7,4,12,6,3,1,12,0,2,0,0,0,1,2,13,1,1,0,6,2,6,2,4,19,9,11,125,0,0,3,1,8,2,1,13,11,7,0,4,2,14,6,1,3,0,4,3,8,10,4,2,4,1,2,1,1,1,0,0,1,6,0,3,1,0,5,1,2,1,2,0,1,11,11,3,40,5,16,5,0,0,0,0,0
Western Mediterranean Route,Sea,Chad,3,4,5,4,9,6,4,19,1,3,6,0,2,0,0,1,4,1,5,21,5,3,1,3,1,7,5,10,25,40,57,41,17,15,6,6,9,1,13,6,25,6,22,34,8,65,21,52,14,4,40,30,14,19,25,69,33,15,1,5,10,1,15,14,23,16,11,244,2,2,8,1,11,2,15,2,20,24,8,12,10,5,1,1,4,15,5,1,9,3,7,3,9,0,11,1,2,0,3,3,10,7,2,1,4,14,4,3,0,2,1,0,1,7,1,17,1,1,0,4,0,0,0,0,0
Western Mediterranean Route,Sea,Colombia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Comoros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,3,5,2,3,5,2,0,15,23,14,8,19,5,22,36,86,90,110,137,63,41,71,4,4,1,0,0
Western Mediterranean Route,Sea,Congo,2,2,2,0,6,1,0,7,1,0,0,0,0,0,1,1,0,1,3,8,10,7,1,14,0,10,5,10,22,3,48,54,28,29,5,8,14,3,20,8,5,2,6,14,5,18,1,9,2,1,2,5,2,5,6,15,4,1,2,2,2,0,4,0,14,1,11,49,2,1,1,7,3,2,8,3,10,7,2,0,15,5,10,4,6,0,17,7,7,7,4,15,7,0,3,8,1,8,7,4,10,22,6,6,0,11,21,25,15,3,7,1,8,42,54,105,18,37,11,6,0,0,0,0,0
Western Mediterranean Route,Sea,Congo (D.R.),3,4,0,2,0,1,2,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,11,1,8,16,4,16,20,5,2,0,1,1,1,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,12,4,1,0,9,2,2,1,2,0,5,13,13,4,5,1,10,3,4,1,2,3,4,3,15,7,9,17,32,2,0,140,8,4,6,8,29,7,7,0,13,7,11,13,3,4,4,12,9,34,6,32,5,11,2,2,0,0,0,0
Western Mediterranean Route,Sea,Djibouti,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Ethiopia,1,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0,0,1,0,0,0,0,0,0
Western Mediterranean Route,Sea,Gabon,1,0,1,2,2,1,2,3,0,2,2,1,1,0,0,1,0,1,0,3,2,0,3,0,0,0,1,0,1,5,24,10,5,1,6,1,3,0,3,0,0,6,0,5,1,4,3,14,1,0,0,2,0,0,0,2,0,5,0,1,0,0,0,1,0,2,1,3,1,0,0,1,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,1,0,0,3,2,2,0,1,2,4,1,2,2,0,5,1,3,0,2,1,0,1,1,1,1,2,2,2,4,3,1,3,1,0,0,0,0,0
Western Mediterranean Route,Sea,Gambia,2,2,1,1,7,2,9,13,13,3,13,5,1,0,15,1,7,7,10,27,27,10,14,3,7,6,4,4,41,14,53,47,14,16,5,3,9,0,12,6,24,4,4,7,23,24,6,5,3,3,11,2,0,1,0,0,1,0,6,1,0,0,3,0,12,2,3,21,4,4,1,4,3,0,11,10,18,18,14,22,10,34,17,19,43,48,30,17,46,62,50,89,165,50,162,91,196,96,144,89,150,369,134,191,109,395,463,217,107,87,134,78,338,481,216,316,241,184,75,68,21,11,7,0,0
Western Mediterranean Route,Sea,Gibraltar,0,0,0,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Guinea,8,14,4,10,34,9,7,29,6,4,27,16,14,0,16,11,20,15,20,70,34,14,24,13,23,8,20,2,19,27,69,58,47,59,37,23,32,7,38,20,5,7,4,38,17,55,24,14,4,2,11,33,1,4,2,21,6,3,55,0,25,6,4,11,26,26,0,82,31,85,51,49,45,11,51,94,102,120,85,52,195,355,245,95,205,108,251,195,201,215,34,54,83,98,74,62,1,80,161,76,175,384,78,74,93,396,542,587,332,201,168,410,750,1401,1580,1496,1555,1848,1046,667,26,84,19,0,0
Western Mediterranean Route,Sea,Guinea-Bissau,2,0,1,6,0,0,0,0,0,0,6,0,0,0,7,0,0,0,6,4,4,8,3,0,0,3,0,1,5,7,12,10,14,36,13,3,17,0,21,0,7,4,13,13,13,50,14,8,6,7,32,11,0,7,1,17,0,0,24,11,12,5,13,6,10,3,16,61,6,4,0,1,3,6,3,20,8,16,1,24,14,12,5,5,3,10,11,6,10,4,1,11,13,8,16,2,7,7,7,14,11,43,55,40,20,26,32,14,8,7,2,5,22,43,35,27,32,23,36,18,2,1,0,0,0
Western Mediterranean Route,Sea,India,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,14,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,0,3,0,0
Western Mediterranean Route,Sea,Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Kenya,6,3,0,0,1,3,2,8,2,2,0,0,0,0,0,3,1,0,0,1,0,0,0,1,2,0,0,0,3,0,3,0,1,1,0,0,0,0,0,0,0,10,0,1,1,2,0,0,0,0,1,0,1,0,0,0,4,2,0,4,2,0,4,0,0,1,3,16,2,4,4,2,0,0,2,3,4,0,6,3,4,2,0,6,5,0,0,1,0,0,0,2,5,2,0,7,0,3,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Lesotho,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Mediterranean Route,Sea,Liberia,2,1,0,0,1,1,1,3,0,2,0,0,0,0,0,0,1,1,1,3,5,2,2,3,0,0,0,0,6,1,13,5,1,4,1,5,0,0,0,0,2,0,0,2,0,2,3,4,1,1,2,2,1,0,1,2,2,2,2,0,2,0,2,0,3,4,8,7,4,0,2,0,0,0,2,1,2,5,1,1,0,4,2,2,0,0,0,2,2,2,3,6,21,3,2,0,1,4,0,2,1,11,7,8,2,9,14,9,0,4,0,1,9,27,13,12,11,9,8,2,0,0,1,0,0
Western Mediterranean Route,Sea,Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,2,7,6,8,9,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0
